Time,GPU_ID,Utilization
1736204131.3507237,0,100
1736204131.4518616,0,100
1736204131.5529733,0,100
1736204131.6541,0,100
1736204131.7605658,0,100
1736204131.8620498,0,100
1736204131.9688518,0,100
1736204132.0728543,0,100
1736204132.176933,0,99
1736204132.2808475,0,99
1736204132.3848474,0,99
1736204132.4863355,0,99
1736204132.5876741,0,99
1736204132.6927593,0,99
1736204132.7941046,0,93
1736204132.9008694,0,93
1736204133.0023124,0,100
1736204133.1036656,0,100
1736204133.2050474,0,100
1736204133.3064556,0,100
1736204133.4088094,0,100
1736204133.5101812,0,100
1736204133.6115515,0,100
1736204133.712932,0,100
1736204133.8143127,0,100
1736204133.9217207,0,100
1736204134.0230777,0,100
1736204134.1244497,0,100
1736204134.2258499,0,100
1736204134.3288484,0,100
1736204134.430155,0,100
1736204134.5317392,0,100
1736204134.6369903,0,100
1736204134.7625518,0,100
1736204134.8643446,0,100
1736204134.9657648,0,100
1736204135.0672176,0,100
1736204135.168575,0,100
1736204135.270044,0,100
1736204135.371397,0,100
1736204135.4727802,0,100
1736204135.5741367,0,100
1736204135.6757398,0,100
1736204135.777314,0,93
1736204135.8787665,0,93
1736204135.980118,0,100
1736204136.081243,0,100
1736204136.1823626,0,100
1736204136.2834864,0,100
1736204136.3845944,0,100
1736204136.4856923,0,100
1736204136.5868087,0,100
1736204136.6879337,0,100
1736204136.7890835,0,100
1736204136.8902256,0,100
1736204136.9913564,0,100
1736204137.0924885,0,100
1736204137.1936269,0,100
1736204137.2971725,0,100
1736204137.4009318,0,100
1736204137.5023093,0,100
1736204137.6041858,0,100
1736204137.705522,0,100
1736204137.8069072,0,100
1736204137.9083352,0,100
1736204138.01232,0,100
1736204138.113725,0,100
1736204138.2150693,0,100
1736204138.3164766,0,100
1736204138.4179504,0,100
1736204138.519595,0,100
1736204138.6210096,0,100
1736204138.7223682,0,100
1736204138.823725,0,100
1736204138.9254696,0,100
1736204139.0267992,0,100
1736204139.1328783,0,100
1736204139.237238,0,85
1736204139.3390758,0,85
1736204139.44703,0,100
1736204139.5483935,0,100
1736204139.6497505,0,100
1736204139.751019,0,100
1736204139.852402,0,100
1736204139.954027,0,100
1736204140.0554528,0,100
1736204140.1568723,0,99
1736204140.2606626,0,99
1736204140.364951,0,100
1736204140.4676683,0,100
1736204140.5689936,0,100
1736204140.672298,0,100
1736204140.7736113,0,100
1736204140.8806481,0,100
1736204140.984871,0,100
1736204141.0862398,0,100
1736204141.1897843,0,89
1736204141.2912521,0,89
1736204141.3926375,0,98
1736204141.4941194,0,98
1736204141.5956104,0,100
1736204141.6972191,0,100
1736204141.7988713,0,100
1736204141.9005609,0,100
1736204142.0019553,0,100
1736204142.1033273,0,100
1736204142.204803,0,100
1736204142.306188,0,100
1736204142.407538,0,91
1736204142.5088844,0,91
1736204142.6102397,0,100
1736204142.711636,0,100
1736204142.8129876,0,100
1736204142.9144323,0,100
1736204143.0158222,0,100
1736204143.1173415,0,100
1736204143.2189558,0,100
1736204143.3205218,0,100
1736204143.4218452,0,100
1736204143.52314,0,100
1736204143.6242523,0,100
1736204143.725427,0,100
1736204143.8266656,0,100
1736204143.9283462,0,100
1736204144.0326524,0,100
1736204144.135037,0,100
1736204144.2364545,0,100
1736204144.3379827,0,100
1736204144.4395924,0,88
1736204144.5484166,0,100
1736204144.652818,0,100
1736204144.754112,0,100
1736204144.8564606,0,100
1736204144.9579823,0,100
1736204145.0595756,0,100
1736204145.1647856,0,100
1736204145.2661412,0,100
1736204145.3677263,0,100
1736204145.4690995,0,100
1736204145.5704656,0,94
1736204145.671884,0,94
1736204145.7742498,0,100
1736204145.87589,0,100
1736204145.978931,0,100
1736204146.0805335,0,100
1736204146.1818664,0,100
1736204146.283227,0,100
1736204146.384699,0,99
1736204146.486036,0,99
1736204146.5873969,0,100
1736204146.688763,0,100
1736204146.7901201,0,100
1736204146.8914945,0,100
1736204146.992855,0,100
1736204147.094183,0,100
1736204147.195541,0,100
1736204147.3011715,0,100
1736204147.4064078,0,94
1736204147.5077775,0,94
1736204147.6128118,0,100
1736204147.7142582,0,100
1736204147.815609,0,100
1736204147.9207067,0,100
1736204148.0220678,0,99
1736204148.1233757,0,99
1736204148.2258406,0,99
1736204148.3288722,0,99
1736204148.4323,0,87
1736204148.5338302,0,87
1736204148.6353252,0,99
1736204148.7366433,0,99
1736204148.8383913,0,100
1736204148.948495,0,100
1736204149.0498269,0,99
1736204149.151126,0,99
1736204149.2524035,0,99
1736204149.3536925,0,99
1736204149.4549592,0,99
1736204149.556197,0,99
1736204149.6576977,0,99
1736204149.7596188,0,100
1736204149.86116,0,100
1736204149.9624271,0,97
1736204150.0637405,0,97
1736204150.1651056,0,100
1736204150.2665534,0,100
1736204150.3678858,0,99
1736204150.4692006,0,99
1736204150.5706384,0,99
1736204150.672007,0,99
1736204150.773466,0,92
1736204150.874962,0,92
1736204150.9768744,0,99
1736204151.0783763,0,99
1736204151.1799166,0,100
1736204151.281249,0,100
1736204151.3826113,0,99
1736204151.483946,0,99
1736204151.5853004,0,99
1736204151.6867769,0,99
1736204151.791612,0,100
1736204151.896378,0,100
1736204151.998222,0,100
1736204152.1004927,0,100
1736204152.202015,0,100
1736204152.303357,0,100
1736204152.4076893,0,100
1736204152.5091999,0,100
1736204152.610546,0,92
1736204152.7120442,0,92
1736204152.813395,0,100
1736204152.9147818,0,100
1736204153.0161822,0,99
1736204153.1178203,0,99
1736204153.2194889,0,99
1736204153.3210552,0,99
1736204153.4224362,0,99
1736204153.5238671,0,99
1736204153.625304,0,92
1736204153.7266777,0,92
1736204153.8282208,0,100
1736204153.9295998,0,100
1736204154.031006,0,99
1736204154.1326146,0,99
1736204154.234462,0,99
1736204154.339613,0,99
1736204154.4517567,0,99
1736204154.553204,0,100
1736204154.6545036,0,100
1736204154.7559593,0,99
1736204154.8574283,0,99
1736204154.9590814,0,99
1736204155.0606391,0,99
1736204155.1622164,0,99
1736204155.263671,0,99
1736204155.3677287,0,95
1736204155.4690802,0,95
1736204155.5728166,0,99
1736204155.6767826,0,99
1736204155.7807949,0,99
1736204155.88424,0,99
1736204155.9855962,0,99
1736204156.0870337,0,99
1736204156.1883733,0,92
1736204156.291195,0,92
1736204156.3926308,0,100
1736204156.4967651,0,100
1736204156.6048865,0,99
1736204156.7126992,0,99
1736204156.8190806,0,100
1736204156.9248207,0,100
1736204157.0290504,0,100
1736204157.1324368,0,100
1736204157.2392383,0,100
1736204157.3481908,0,100
1736204157.4494622,0,100
1736204157.552851,0,100
1736204157.6563916,0,100
1736204157.75789,0,99
1736204157.8608341,0,99
1736204157.9621284,0,90
1736204158.0634444,0,90
1736204158.1647975,0,100
1736204158.2689273,0,100
1736204158.3706534,0,99
1736204158.4743075,0,99
1736204158.578992,0,100
1736204158.6805904,0,100
1736204158.7855086,0,98
1736204158.8869126,0,98
1736204158.9882472,0,93
1736204159.0955768,0,93
1736204159.1968427,0,100
1736204159.2984514,0,100
1736204159.399974,0,100
1736204159.5026777,0,100
1736204159.6067746,0,100
1736204159.7080817,0,100
1736204159.8127267,0,100
1736204159.9140894,0,100
1736204160.015418,0,99
1736204160.1168761,0,99
1736204160.2184145,0,99
1736204160.3199291,0,99
1736204160.4213505,0,100
1736204160.5226614,0,100
1736204160.6258333,0,97
1736204160.7281382,0,97
1736204160.8294566,0,95
1736204160.9341998,0,95
1736204161.0357287,0,100
1736204161.137025,0,100
1736204161.238666,0,100
1736204161.3504782,0,100
1736204161.4521172,0,100
1736204161.5535688,0,92
1736204161.6565216,0,92
1736204161.7609515,0,100
1736204161.863684,0,100
1736204161.9689717,0,99
1736204162.070276,0,99
1736204162.17172,0,99
1736204162.273106,0,99
1736204162.3765116,0,99
1736204162.478067,0,99
1736204162.579911,0,99
1736204162.6845489,0,99
1736204162.788862,0,99
1736204162.890258,0,99
1736204162.991639,0,99
1736204163.0928853,0,99
1736204163.1941886,0,90
1736204163.2953649,0,90
1736204163.3974557,0,99
1736204163.4986842,0,99
1736204163.6003404,0,99
1736204163.7018175,0,99
1736204163.803171,0,100
1736204163.9046638,0,100
1736204164.00605,0,92
1736204164.1074557,0,92
1736204164.2088058,0,98
1736204164.3101778,0,98
1736204164.4115446,0,99
1736204164.512845,0,99
1736204164.614125,0,100
1736204164.7188492,0,100
1736204164.820497,0,100
1736204164.9219446,0,100
1736204165.0233164,0,100
1736204165.1246917,0,100
1736204165.2266927,0,100
1736204165.330991,0,100
1736204165.4325085,0,100
1736204165.5364327,0,100
1736204165.6379035,0,100
1736204165.739264,0,100
1736204165.848692,0,92
1736204165.950464,0,100
1736204166.0516162,0,100
1736204166.152867,0,100
1736204166.2541263,0,100
1736204166.3553064,0,99
1736204166.4565094,0,99
1736204166.5609186,0,93
1736204166.6659133,0,93
1736204166.7672546,0,97
1736204166.8685572,0,97
1736204166.969807,0,100
1736204167.0725074,0,100
1736204167.1737497,0,99
1736204167.2792964,0,99
1736204167.380874,0,99
1736204167.4822226,0,99
1736204167.5835378,0,97
1736204167.6849165,0,97
1736204167.7886338,0,99
1736204167.8899515,0,99
1736204167.9914198,0,99
1736204168.0966802,0,99
1736204168.1981323,0,100
1736204168.3009877,0,100
1736204168.404069,0,94
1736204168.5088003,0,94
1736204168.6128175,0,99
1736204168.7141957,0,99
1736204168.8171926,0,99
1736204168.9210842,0,99
1736204169.0263984,0,99
1736204169.127753,0,99
1736204169.2291014,0,93
1736204169.330415,0,93
1736204169.4328346,0,100
1736204169.5343478,0,100
1736204169.6361864,0,100
1736204169.7379324,0,100
1736204169.8395333,0,100
1736204169.9533532,0,99
1736204170.0546365,0,99
1736204170.159742,0,100
1736204170.2612183,0,100
1736204170.362541,0,99
1736204170.463986,0,99
1736204170.5653563,0,99
1736204170.6666708,0,99
1736204170.7680187,0,95
1736204170.8694932,0,95
1736204170.9708376,0,100
1736204171.0721462,0,100
1736204171.1734684,0,99
1736204171.2748065,0,99
1736204171.376406,0,100
1736204171.4779189,0,100
1736204171.5794876,0,93
1736204171.681028,0,93
1736204171.7823663,0,100
1736204171.883714,0,100
1736204171.9850543,0,100
1736204172.0864582,0,100
1736204172.1879191,0,100
1736204172.2893405,0,100
1736204172.390706,0,99
1736204172.4921262,0,99
1736204172.5934684,0,100
1736204172.6949644,0,100
1736204172.7963843,0,100
1736204172.8979776,0,100
1736204172.9996161,0,99
1736204173.1009567,0,99
1736204173.202645,0,99
1736204173.303963,0,99
1736204173.4052718,0,94
1736204173.506631,0,94
1736204173.6079972,0,100
1736204173.7094378,0,100
1736204173.8108418,0,100
1736204173.912148,0,100
1736204174.013476,0,100
1736204174.114802,0,100
1736204174.2196984,0,92
1736204174.3209858,0,92
1736204174.4223049,0,100
1736204174.5237246,0,100
1736204174.6250086,0,100
1736204174.7263281,0,100
1736204174.8277903,0,100
1736204174.9291112,0,100
1736204175.030532,0,100
1736204175.1318245,0,100
1736204175.233298,0,99
1736204175.334887,0,99
1736204175.4365597,0,100
1736204175.5381444,0,100
1736204175.6397793,0,99
1736204175.7498522,0,99
1736204175.8527732,0,100
1736204175.9540496,0,92
1736204176.0554123,0,92
1736204176.160059,0,99
1736204176.264882,0,99
1736204176.3685985,0,99
1736204176.4699006,0,99
1736204176.5715747,0,100
1736204176.6811643,0,100
1736204176.7824423,0,89
1736204176.884159,0,89
1736204176.9854958,0,100
1736204177.088816,0,100
1736204177.1922455,0,100
1736204177.293657,0,100
1736204177.3968356,0,100
1736204177.4985435,0,100
1736204177.6003041,0,99
1736204177.7048097,0,99
1736204177.8086343,0,100
1736204177.9100983,0,100
1736204178.0128477,0,99
1736204178.1156847,0,99
1736204178.2170486,0,99
1736204178.3187225,0,99
1736204178.4204693,0,100
1736204178.5218687,0,100
1736204178.6231985,0,94
1736204178.7256818,0,94
1736204178.8273895,0,100
1736204178.9288695,0,100
1736204179.0302932,0,100
1736204179.1317246,0,100
1736204179.233049,0,100
1736204179.3346174,0,100
1736204179.43637,0,99
1736204179.5378482,0,99
1736204179.6394866,0,92
1736204179.7496018,0,92
1736204179.8508577,0,100
1736204179.9521997,0,100
1736204180.0534456,0,100
1736204180.1547055,0,100
1736204180.255991,0,100
1736204180.3572242,0,100
1736204180.458648,0,100
1736204180.5602398,0,100
1736204180.6615424,0,100
1736204180.7628975,0,100
1736204180.8642755,0,100
1736204180.965617,0,99
1736204181.0668669,0,99
1736204181.168523,0,99
1736204181.2697887,0,99
1736204181.370982,0,88
1736204181.4723973,0,88
1736204181.57386,0,100
1736204181.6754587,0,100
1736204181.777436,0,100
1736204181.8788838,0,100
1736204181.9804933,0,100
1736204182.0820181,0,100
1736204182.1833816,0,89
1736204182.2846825,0,89
1736204182.3860273,0,100
1736204182.4873738,0,100
1736204182.5887632,0,100
1736204182.6901245,0,100
1736204182.7914777,0,99
1736204182.8929644,0,99
1736204182.9944053,0,99
1736204183.09592,0,99
1736204183.200633,0,100
1736204183.3020468,0,100
1736204183.4034102,0,100
1736204183.5047538,0,100
1736204183.6060898,0,100
1736204183.7074273,0,100
1736204183.8088617,0,99
1736204183.9102516,0,99
1736204184.0117447,0,93
1736204184.113107,0,93
1736204184.214557,0,100
1736204184.3159063,0,100
1736204184.4174054,0,99
1736204184.518993,0,99
1736204184.6207247,0,100
1736204184.7221217,0,100
1736204184.8276086,0,93
1736204184.9329376,0,93
1736204185.0352929,0,100
1736204185.1436112,0,100
1736204185.2516086,0,100
1736204185.3549123,0,100
1736204185.4565604,0,100
1736204185.5584598,0,99
1736204185.661205,0,99
1736204185.7625961,0,99
1736204185.8676095,0,99
1736204185.9697175,0,99
1736204186.0712159,0,99
1736204186.1726654,0,99
1736204186.2739964,0,99
1736204186.3756735,0,100
1736204186.4791942,0,100
1736204186.5808632,0,93
1736204186.6822324,0,93
1736204186.783703,0,100
1736204186.8850598,0,100
1736204186.986413,0,99
1736204187.0888925,0,99
1736204187.191339,0,99
1736204187.2996085,0,99
1736204187.4046013,0,94
1736204187.5058694,0,94
1736204187.6070702,0,100
1736204187.7112422,0,100
1736204187.812493,0,100
1736204187.9167097,0,100
1736204188.0203512,0,100
1736204188.1216805,0,100
1736204188.2247934,0,99
1736204188.328301,0,99
1736204188.4296029,0,100
1736204188.5329769,0,100
1736204188.636715,0,100
1736204188.7398536,0,100
1736204188.848548,0,100
1736204188.9499354,0,100
1736204189.0511618,0,100
1736204189.1523635,0,93
1736204189.2535706,0,93
1736204189.3559005,0,99
1736204189.4571884,0,99
1736204189.5586083,0,100
1736204189.664753,0,100
1736204189.7662706,0,100
1736204189.8688452,0,100
1736204189.9728217,0,92
1736204190.0809572,0,92
1736204190.184846,0,100
1736204190.2888694,0,100
1736204190.3929207,0,100
1736204190.4949946,0,100
1736204190.601562,0,100
1736204190.708859,0,100
1736204190.8103716,0,100
1736204190.912889,0,100
1736204191.0144,0,99
1736204191.1203945,0,99
1736204191.2249918,0,100
1736204191.326486,0,100
1736204191.4300294,0,99
1736204191.531715,0,99
1736204191.63698,0,99
1736204191.7502496,0,92
1736204191.8524597,0,92
1736204191.9611628,0,100
1736204192.064996,0,100
1736204192.168638,0,100
1736204192.2772098,0,100
1736204192.3784578,0,100
1736204192.4800742,0,100
1736204192.5847585,0,94
1736204192.6887102,0,94
1736204192.7899368,0,100
1736204192.8911524,0,100
1736204192.9928107,0,99
1736204193.0940378,0,99
1736204193.1968408,0,99
1736204193.301096,0,99
1736204193.4025238,0,99
1736204193.5038579,0,99
1736204193.6051254,0,100
1736204193.7064514,0,100
1736204193.807822,0,100
1736204193.9123597,0,100
1736204194.0137641,0,99
1736204194.1150093,0,99
1736204194.2203152,0,94
1736204194.3217218,0,94
1736204194.4230046,0,100
1736204194.5276117,0,100
1736204194.6289253,0,100
1736204194.7302327,0,100
1736204194.8318968,0,100
1736204194.933329,0,100
1736204195.0370007,0,99
1736204195.141105,0,99
1736204195.2636132,0,92
1736204195.3682494,0,100
1736204195.4723296,0,100
1736204195.5738173,0,100
1736204195.6776145,0,100
1736204195.7807372,0,100
1736204195.88207,0,100
1736204195.983409,0,99
1736204196.0848355,0,99
1736204196.186257,0,100
1736204196.2875834,0,100
1736204196.391919,0,100
1736204196.4964442,0,100
1736204196.5980992,0,100
1736204196.7011435,0,100
1736204196.8024588,0,99
1736204196.9047775,0,99
1736204197.0063422,0,93
1736204197.1076741,0,93
1736204197.2090688,0,100
1736204197.3104074,0,100
1736204197.4129803,0,100
1736204197.514439,0,100
1736204197.6158543,0,100
1736204197.7172244,0,100
1736204197.818703,0,91
1736204197.9203098,0,91
1736204198.0217514,0,100
1736204198.1230752,0,100
1736204198.224556,0,100
1736204198.3258653,0,100
1736204198.4271836,0,100
1736204198.5285456,0,100
1736204198.6299067,0,100
1736204198.7311554,0,100
1736204198.8326492,0,99
1736204198.933953,0,99
1736204199.035659,0,100
1736204199.137097,0,100
1736204199.2386181,0,99
1736204199.3403513,0,99
1736204199.4482217,0,100
1736204199.5495148,0,92
1736204199.650799,0,92
1736204199.7522123,0,100
1736204199.8535125,0,100
1736204199.954712,0,100
1736204200.0559735,0,100
1736204200.1603944,0,99
1736204200.2618608,0,99
1736204200.3632214,0,92
1736204200.4645405,0,92
1736204200.5686495,0,99
1736204200.6734893,0,99
1736204200.774917,0,100
1736204200.8830845,0,100
1736204200.9859655,0,99
1736204201.0874999,0,99
1736204201.1888716,0,100
1736204201.2902904,0,100
1736204201.3916569,0,100
1736204201.4931226,0,100
1736204201.5944626,0,99
1736204201.6958144,0,99
1736204201.7971175,0,99
1736204201.8986783,0,99
1736204202.0001855,0,99
1736204202.1014535,0,99
1736204202.2027664,0,93
1736204202.3080082,0,93
1736204202.4127283,0,100
1736204202.5137339,0,100
1736204202.6152534,0,100
1736204202.7204964,0,100
1736204202.8285222,0,100
1736204202.9368627,0,100
1736204203.0566945,0,93
1736204203.1611433,0,100
1736204203.2728424,0,100
1736204203.3787615,0,100
1736204203.4807138,0,100
1736204203.5879948,0,99
1736204203.6929386,0,99
1736204203.8001595,0,99
1736204203.9048555,0,99
1736204204.0085409,0,99
1736204204.11283,0,99
1736204204.2210157,0,100
1736204204.3248496,0,100
1736204204.4265208,0,100
1736204204.5316153,0,100
1736204204.641117,0,93
1736204204.767612,0,100
1736204204.8719609,0,100
1736204204.9771585,0,100
1736204205.0787537,0,100
1736204205.1874886,0,100
1736204205.288842,0,100
1736204205.3999648,0,93
1736204205.5043128,0,93
1736204205.6092508,0,100
1736204205.7129555,0,100
1736204205.8167675,0,99
1736204205.9247427,0,99
1736204206.0288463,0,100
1736204206.1370995,0,100
1736204206.255927,0,99
1736204206.3581529,0,99
1736204206.4597516,0,99
1736204206.5612235,0,99
1736204206.6626277,0,99
1736204206.7637887,0,99
1736204206.8686616,0,99
1736204206.977021,0,92
1736204207.0783556,0,92
1736204207.1799846,0,99
1736204207.281594,0,99
1736204207.382936,0,100
1736204207.4842079,0,100
1736204207.585575,0,99
1736204207.6869476,0,99
1736204207.792574,0,93
1736204207.9011843,0,93
1736204208.0057123,0,99
1736204208.1128106,0,99
1736204208.2168138,0,99
1736204208.3211071,0,99
1736204208.4289548,0,99
1736204208.532968,0,99
1736204208.634502,0,99
1736204208.741126,0,99
1736204208.856315,0,100
1736204208.9636152,0,100
1736204209.0688589,0,100
1736204209.1728525,0,99
1736204209.2811396,0,99
1736204209.38379,0,99
1736204209.4888673,0,99
1736204209.5950708,0,97
1736204209.6964548,0,97
1736204209.7981122,0,100
1736204209.901077,0,100
1736204210.0059686,0,99
1736204210.1111145,0,99
1736204210.214118,0,100
1736204210.3154557,0,100
1736204210.418838,0,93
1736204210.521165,0,93
1736204210.6225123,0,100
1736204210.7238398,0,100
1736204210.8281407,0,99
1736204210.9294908,0,99
1736204211.0314624,0,99
1736204211.1367548,0,99
1736204211.238436,0,99
1736204211.341073,0,99
1736204211.448366,0,100
1736204211.549613,0,99
1736204211.650859,0,99
1736204211.7522202,0,100
1736204211.8535054,0,100
1736204211.9547868,0,99
1736204212.056058,0,99
1736204212.1572893,0,94
1736204212.2603788,0,94
1736204212.361615,0,100
1736204212.466768,0,100
1736204212.5688307,0,100
1736204212.6720953,0,100
1736204212.7734773,0,99
1736204212.8748317,0,99
1736204212.9765227,0,92
1736204213.0777805,0,92
1736204213.179923,0,100
1736204213.284866,0,100
1736204213.3863134,0,100
1736204213.4914126,0,100
1736204213.5992112,0,99
1736204213.7009244,0,99
1736204213.8022842,0,99
1736204213.9057038,0,99
1736204214.0070643,0,99
1736204214.1087215,0,99
1736204214.2129316,0,99
1736204214.3197105,0,99
1736204214.424538,0,99
1736204214.5258868,0,99
1736204214.6288354,0,93
1736204214.7328508,0,93
1736204214.837207,0,100
1736204214.9387605,0,100
1736204215.0482755,0,99
1736204215.1549454,0,99
1736204215.2569027,0,99
1736204215.3612034,0,94
1736204215.464847,0,94
1736204215.5663323,0,100
1736204215.6676655,0,100
1736204215.7691329,0,100
1736204215.8704402,0,100
1736204215.9778469,0,100
1736204216.081698,0,100
1736204216.184874,0,100
1736204216.2861283,0,100
1736204216.397682,0,100
1736204216.5026622,0,100
1736204216.6040244,0,100
1736204216.7055318,0,100
1736204216.8070045,0,99
1736204216.908418,0,99
1736204217.009778,0,100
1736204217.1149702,0,100
1736204217.216486,0,100
1736204217.3246727,0,100
1736204217.42888,0,95
1736204217.5302544,0,95
